addr	xrefs	len	value
71008569a8	1	9	%.2d:%.2d
71008569c0	1	14	%.2d:%.2d:%.2d
71008569d0	1	7	%e-%b-%
71008569d8	1	11	%+03ld%.2ld
71008569e8	1	7	Success
71008569f0	1	9	Not owner
7100856a00	1	15	No such process
7100856a10	1	23	Interrupted system call
7100856a28	1	9	I/O error
7100856a38	1	25	No such device or address
7100856a58	1	17	Arg list too long
7100856a70	1	17	Exec format error
7100856a88	1	24	Socket already connected
7100856aa8	1	15	Bad file number
7100856ab8	1	11	No children
7100856ac8	1	28	Destination address required
7100856ae8	1	17	No more processes
7100856b00	1	11	Bad address
7100856b10	1	23	Device or resource busy
7100856b28	1	11	File exists
7100856b38	1	17	Cross-device link
7100856b50	1	14	No such device
7100856b60	1	12	Host is down
7100856b70	1	30	Connection already in progress
7100856b90	1	14	Is a directory
7100856ba0	1	35	Network interface is not configured
7100856bc8	1	29	Connection aborted by network
7100856be8	1	29	Too many open files in system
7100856c08	1	31	File descriptor value too large
7100856c28	1	22	Not a character device
7100856c40	1	14	Text file busy
7100856c50	1	14	File too large
7100856c60	1	19	Host is unreachable
7100856c78	1	23	No space left on device
7100856c90	1	12	Illegal seek
7100856ca0	1	21	Read-only file system
7100856cb8	1	14	Too many links
7100856cc8	1	11	Broken pipe
7100856cd8	1	46	Mathematics argument out of domain of function
7100856d08	1	16	Result too large
7100856d20	1	26	No message of desired type
7100856d40	1	18	Identifier removed
7100856d58	1	21	Illegal byte sequence
7100856d70	1	8	Deadlock
7100856d80	1	22	Network is unreachable
7100856d98	1	7	No lock
7100856da0	1	12	Not a stream
7100856db0	1	20	Stream ioctl timeout
7100856dc8	1	19	No stream resources
7100856de0	1	23	Virtual circuit is gone
7100856df8	1	14	Protocol error
7100856e08	1	16	Unknown protocol
7100856e20	1	18	Multihop attempted
7100856e38	1	11	Bad message
7100856e48	1	24	Function not implemented
7100856e68	1	26	File or path name too long
7100856e88	1	23	Too many symbolic links
7100856ea0	1	25	No buffer space available
7100856ec0	1	7	No data
7100856ec8	1	47	Address family not supported by protocol family
7100856ef8	1	30	Protocol wrong type for socket
7100856f18	1	30	Socket operation on non-socket
7100856f38	1	22	Protocol not available
7100856f50	1	18	Connection refused
7100856f68	1	24	Connection reset by peer
7100856f88	1	22	Address already in use
7100856fa0	1	21	Address not available
7100856fb8	1	32	Software caused connection abort
7100856fe0	1	23	Socket is not connected
7100856ff8	1	27	Socket is already connected
7100857018	1	18	Operation canceled
7100857030	1	21	State not recoverable
7100857048	1	19	Previous owner died
7100857060	1	33	Operation not supported on socket
7100857088	1	37	Value too large for defined data type
71008570b0	1	16	Message too long
71008570c8	1	20	Connection timed out
71008570e0	1	5	POSIX
71008570e8	4	5	ASCII
71008570f0	1	10	ISO-8859-1
7100857100	1	9	cjksingle
7100857110	1	9	cjknarrow
7100857120	1	7	cjkwide
7100857140	1	5	EUCJP
7100857160	1	9	ISO-8859-
7100857180	1	7	CP20866
7100857188	1	7	CP21866
7100857190	1	5	CP103
7100857198	1	8	GEORGIAN
71008571a8	1	5	CP101
71008571b0	1	5	PT154
71008571b8	1	5	CP102
71008571d0	1	5	CP874
71008571d8	2	6	LC_ALL
71008571e8	1	10	LC_COLLATE
71008571f8	1	8	LC_CTYPE
7100857208	1	11	LC_MONETARY
7100857218	1	10	LC_NUMERIC
7100857228	1	7	LC_TIME
7100857230	1	11	LC_MESSAGES
7100857248	1	5	inity
7100857258	12	16	Balloc succeeded
7100857270	2	70	../../../../../newlib-4.5.0.20241231/newlib/libc/stdlib/gdtoa-gethex.c
71008572b8	1	5	^[yY]
71008572c0	1	5	^[nN]
71008572d0	2	62	../../../../../newlib-4.5.0.20241231/newlib/libc/stdlib/dtoa.c
7100857310	2	18	%11[-+0-9A-Za-z]%n
7100857328	2	13	%11[A-Za-z]%n
7100857350	1	18	M%hu%n.%hu%n.%hu%n
7100857368	1	18	/%hu%n:%hu%n:%hu%n
7100857380	4	20	%a %b %e %H:%M:%S %Y
7100857398	1	23	%a %b %e %H:%M:%S %Z %Y
71008573b8	8	63	../../../../../newlib-4.5.0.20241231/newlib/libc/stdlib/mprec.c
71008573f8	1	12	St9exception
7100857408	1	15	St11logic_error
7100857418	1	16	St12length_error
7100857430	1	16	St12out_of_range
710085b316	0	22	J,![CDATA[!DOCTYPE?xml
710085b358	1	15	UTF-16BEUTF16BE
710085b368	1	15	UTF-16LEUTF16LE
710085b400	1	19	17NXResultException
710085bc20	1	8	EFI PART
710085bc90	1	97	Proc-Type: 4,ENCDEK-Info: DES-EDDEK-Info: DES-CBDEK-Info: AES-12DEK-Info: AES-19DEK-Info: AES-25 
710085d2e8	1	5	Adobe
710085e360	1	17	St13runtime_error
710085ecd8	1	17	N4utf89exceptionE
710085ecf0	1	27	N4utf818invalid_code_pointE
710085ed40	1	15	St11regex_error
710085f718	1	20	18UserBreakException
710085f730	1	34	N2nx5utils2fs18BreakScanExceptionE
71008605b8	1	22	N4utf813invalid_utf16E
71008605d0	1	24	N4utf815not_enough_roomE
71008605f0	1	21	N4utf812invalid_utf8E
7100861d00	1	16	St12domain_error
7100861d18	1	20	St16invalid_argument
7100861d30	1	27	N9qrcodegen13data_too_longE
71008f3388	1	22	20NotAControlException
71008f33a0	1	26	24NotAContentMetaException
71008f3b20	1	48	HierarchicalIntegrityVerificationStorage::Master
71008f3b58	1	44	HierarchicalIntegrityVerificationStorage::L1
71008f3b90	0	44	HierarchicalIntegrityVerificationStorage::L2
71008f3bc8	0	44	HierarchicalIntegrityVerificationStorage::L3
71008f3c00	0	44	HierarchicalIntegrityVerificationStorage::L4
71008f3c38	0	44	HierarchicalIntegrityVerificationStorage::L5
71008f6e48	1	33	N3dbi3mtp21MtpInitiatorExceptionE
71008fab58	1	25	23DBIOfferUpdateException
71008faf78	1	46	N8nlohmann16json_abi_v3_11_36detail9exceptionE
71008fafa8	1	48	N8nlohmann16json_abi_v3_11_36detail10type_errorE
71008fafe0	1	50	N8nlohmann16json_abi_v3_11_36detail12out_of_rangeE
71008fb018	1	49	N8nlohmann16json_abi_v3_11_36detail11parse_errorE
71008fb050	1	54	N8nlohmann16json_abi_v3_11_36detail16invalid_iteratorE
71008fb660	1	24	N4pugi15xpath_exceptionE
71008fb680	1	12	St9bad_alloc
71008fb690	1	18	PSt13runtime_error
71008ffd80	1	14	12NtpException
7100900ae0	1	27	N3dbi5utils4poco9ExceptionE
7100900b00	1	35	N3dbi5utils4poco16RuntimeExceptionE
7100900b28	1	32	N3dbi5utils4poco13DataExceptionE
7100900b50	1	34	N3dbi5utils4poco15SyntaxExceptionE
7100900b78	1	37	N3dbi5utils4poco18URISyntaxExceptionE
7100913e08	0	7	!ENTITY
7100996198	0	6	error 
71009961a0	1	24	N3fmt3v1112format_errorE
71009961c0	1	16	St12system_error
7100996889	9	199	0010203040506070809101112131415161718192021222324252627282930313233343536373839404142434445464748495051525354555657585960616263646566676869707172737475767778798081828384858687888990919293949596979899
7100996b82	0	46	8ccccc/Bcccccccccccccccccccccccccccccccccccccc
71009ba6b0	1	36	0123456789abcdefghijklmnopqrstuvwxyz
71009ba6d8	2	5	(nil)
71009ba6e8	1	36	0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZ
71009bae40	1	64	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/
71009bae88	1	64	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789-_
71009bb2e8	1	7	2.5.4.3
71009bb2f8	1	9	2.5.29.17
71009bb578	1	22	Accept-ranges: bytes\n
71009bb5b8	1	21	_libssh2_channel_free
71009bb5e0	1	26	_libssh2_sha_algo_ctx_init
71009bbf80	6	64	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/
71009bbfc8	1	9	sftp_init
71009bbfd8	1	17	sftp_close_handle
71009bbff0	3	9	sftp_read
71009bc048	1	7	decrypt
71009bc050	1	23	_libssh2_transport_read
71009bc06d	0	22	keepalive@libssh2.orgW
71009bdac0	0	46	 inflate 1.3.1 Copyright 1995-2024 Mark Adler 
71009c59a0	3	16	0123456789ABCDEF
71009c59c0	2	16	0123456789abcdef
71009c59e0	1	16	0123456789abcdef
71009c5aa0	5	34	android.gui.IGraphicBufferProducer
71009c5b78	1	9	8RAR_EXIT
71009cc900	1	36	Fatal Internal Error in libarchive: 
71009cc94b	0	21	Z2fQ`0123456789abcdef
71009ccc10	1	33	N10__cxxabiv117__class_type_infoE
71009ccc38	1	38	N9__gnu_cxx24__concurrence_lock_errorE
71009ccc60	1	40	N9__gnu_cxx26__concurrence_unlock_errorE
71009ccc90	1	17	St13bad_exception
71009ccca8	1	31	N10__cxxabiv115__forced_unwindE
71009cccc8	1	35	N10__cxxabiv119__foreign_exceptionE
71009cccf0	1	32	N10__cxxabiv116__enum_type_infoE
71009ccd18	1	43	N9__gnu_cxx29__concurrence_broadcast_errorE
71009ccd48	1	38	N9__gnu_cxx24__concurrence_wait_errorE
71009ccd78	3	35	N10__cxxabiv119__pointer_type_infoE
71009ccda0	1	36	N10__cxxabiv120__si_class_type_infoE
71009ccdc8	1	12	St9type_info
71009ccdd8	1	17	NSt6locale5facetE
71009cce70	1	52	*NSt13__facet_shims12_GLOBAL__N_113numpunct_shimIcEE
71009ccea8	1	51	*NSt13__facet_shims12_GLOBAL__N_112collate_shimIcEE
71009ccee0	1	58	*NSt13__facet_shims12_GLOBAL__N_115moneypunct_shimIcLb1EEE
71009ccf20	1	58	*NSt13__facet_shims12_GLOBAL__N_115moneypunct_shimIcLb0EEE
71009ccf60	1	53	*NSt13__facet_shims12_GLOBAL__N_114money_get_shimIcEE
71009ccf98	1	53	*NSt13__facet_shims12_GLOBAL__N_114money_put_shimIcEE
71009ccfd0	1	52	*NSt13__facet_shims12_GLOBAL__N_113messages_shimIcEE
71009cd008	1	52	*NSt13__facet_shims12_GLOBAL__N_113numpunct_shimIwEE
71009cd040	1	51	*NSt13__facet_shims12_GLOBAL__N_112collate_shimIwEE
71009cd078	1	58	*NSt13__facet_shims12_GLOBAL__N_115moneypunct_shimIwLb1EEE
71009cd0b8	1	58	*NSt13__facet_shims12_GLOBAL__N_115moneypunct_shimIwLb0EEE
71009cd0f8	1	53	*NSt13__facet_shims12_GLOBAL__N_114money_get_shimIwEE
71009cd130	1	53	*NSt13__facet_shims12_GLOBAL__N_114money_put_shimIwEE
71009cd168	1	52	*NSt13__facet_shims12_GLOBAL__N_113messages_shimIwEE
71009cd1a0	1	24	NSt6locale5facet6__shimE
71009cd1c0	1	52	*NSt13__facet_shims12_GLOBAL__N_113time_get_shimIcEE
71009cd1f8	1	52	*NSt13__facet_shims12_GLOBAL__N_113time_get_shimIwEE
71009cd230	1	14	St10ctype_base
71009cd240	1	11	St5ctypeIcE
71009cd250	1	11	St5ctypeIwE
71009cd308	1	14	St10money_base
71009cd318	1	17	St13messages_base
71009cd330	1	12	St9time_base
71009cd340	1	23	NSt7__cxx117collateIcEE
71009cd358	1	24	NSt7__cxx118numpunctIcEE
71009cd378	1	31	NSt7__cxx1110moneypunctIcLb1EEE
71009cd398	1	31	NSt7__cxx1110moneypunctIcLb0EEE
71009cd3b8	1	24	NSt7__cxx118messagesIcEE
71009cd3d8	1	69	NSt7__cxx119money_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEE
71009cd420	1	69	NSt7__cxx119money_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEE
71009cd468	1	68	NSt7__cxx118time_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEE
71009cd4b0	1	52	*NSt13__facet_shims12_GLOBAL__N_113numpunct_shimIcEE
71009cd4e8	1	51	*NSt13__facet_shims12_GLOBAL__N_112collate_shimIcEE
71009cd520	1	58	*NSt13__facet_shims12_GLOBAL__N_115moneypunct_shimIcLb1EEE
71009cd560	1	58	*NSt13__facet_shims12_GLOBAL__N_115moneypunct_shimIcLb0EEE
71009cd5a0	1	53	*NSt13__facet_shims12_GLOBAL__N_114money_get_shimIcEE
71009cd5d8	1	53	*NSt13__facet_shims12_GLOBAL__N_114money_put_shimIcEE
71009cd610	1	52	*NSt13__facet_shims12_GLOBAL__N_113messages_shimIcEE
71009cd648	1	52	*NSt13__facet_shims12_GLOBAL__N_113numpunct_shimIwEE
71009cd680	1	51	*NSt13__facet_shims12_GLOBAL__N_112collate_shimIwEE
71009cd6b8	1	58	*NSt13__facet_shims12_GLOBAL__N_115moneypunct_shimIwLb1EEE
71009cd6f8	1	58	*NSt13__facet_shims12_GLOBAL__N_115moneypunct_shimIwLb0EEE
71009cd738	1	53	*NSt13__facet_shims12_GLOBAL__N_114money_get_shimIwEE
71009cd770	1	53	*NSt13__facet_shims12_GLOBAL__N_114money_put_shimIwEE
71009cd7a8	1	52	*NSt13__facet_shims12_GLOBAL__N_113messages_shimIwEE
71009cd7e0	1	52	*NSt13__facet_shims12_GLOBAL__N_113time_get_shimIcEE
71009cd818	1	52	*NSt13__facet_shims12_GLOBAL__N_113time_get_shimIwEE
71009cd900	1	23	NSt7__cxx117collateIwEE
71009cd918	1	24	NSt7__cxx118numpunctIwEE
71009cd938	1	31	NSt7__cxx1110moneypunctIwLb1EEE
71009cd958	1	31	NSt7__cxx1110moneypunctIwLb0EEE
71009cd978	1	24	NSt7__cxx118messagesIwEE
71009cd998	1	69	NSt7__cxx119money_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEE
71009cd9e0	1	69	NSt7__cxx119money_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEE
71009cda28	1	68	NSt7__cxx118time_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEE
71009cda70	1	38	St13basic_filebufIcSt11char_traitsIcEE
71009cda98	1	39	St14basic_ifstreamIcSt11char_traitsIcEE
71009cdac0	1	39	St14basic_ofstreamIcSt11char_traitsIcEE
71009cdae8	1	21	St17bad_function_call
71009cdb00	1	33	St9basic_iosIcSt11char_traitsIcEE
71009cdb28	1	11	St8ios_base
71009cdbe8	1	16	St12codecvt_base
71009cdc00	1	13	St7collateIcE
71009cdc10	1	14	St8numpunctIcE
71009cdc20	1	57	St7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEE
71009cdc60	1	57	St7num_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEE
71009cdca0	1	24	St17__timepunct_cacheIcE
71009cdcc0	1	18	St11__timepunctIcE
71009cdcd8	1	21	St10moneypunctIcLb1EE
71009cdcf0	1	21	St10moneypunctIcLb0EE
71009cdd08	1	14	St8messagesIcE
71009cdd18	1	43	St23__codecvt_abstract_baseIcc10_mbstate_tE
71009cdd48	1	59	St9money_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEE
71009cdd88	1	59	St9money_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEE
71009cddc8	1	58	St8time_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEE
71009cde08	1	58	St8time_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEE
71009cde48	1	29	St18__moneypunct_cacheIcLb0EE
71009cde68	1	29	St18__moneypunct_cacheIcLb1EE
71009cde88	1	23	St16__numpunct_cacheIcE
71009cdeb8	3	23	St19_Sp_make_shared_tag
71009cded0	1	55	NSt7__cxx1115basic_stringbufIcSt11char_traitsIcESaIcEEE
71009cdf08	1	59	NSt7__cxx1119basic_istringstreamIcSt11char_traitsIcESaIcEEE
71009cdf48	1	40	St15basic_streambufIcSt11char_traitsIcEE
71009cdf78	1	24	NSt3_V214error_categoryE
71009cdf98	1	41	*N12_GLOBAL__N_122generic_error_categoryE
71009cdfc8	1	40	*N12_GLOBAL__N_121system_error_categoryE
71009ce0a0	1	13	St7collateIwE
71009ce0b0	1	28	St21__ctype_abstract_baseIwE
71009ce0d0	1	14	St8numpunctIwE
71009ce0e0	1	57	St7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE
71009ce120	1	57	St7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEE
71009ce160	1	24	St17__timepunct_cacheIwE
71009ce180	1	18	St11__timepunctIwE
71009ce198	1	21	St10moneypunctIwLb1EE
71009ce1b0	1	21	St10moneypunctIwLb0EE
71009ce1c8	1	14	St8messagesIwE
71009ce1d8	1	43	St23__codecvt_abstract_baseIwc10_mbstate_tE
71009ce208	1	59	St9money_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE
71009ce248	1	59	St9money_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEE
71009ce288	1	58	St8time_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEE
71009ce2c8	1	58	St8time_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE
71009ce308	1	29	St18__moneypunct_cacheIwLb0EE
71009ce328	1	29	St18__moneypunct_cacheIwLb1EE
71009ce348	1	23	St16__numpunct_cacheIwE
71009ce370	1	46	St11_Mutex_baseILN9__gnu_cxx12_Lock_policyE2EE
71009ce3a0	1	51	St16_Sp_counted_baseILN9__gnu_cxx12_Lock_policyE2EE
71009ce3d8	1	131	St23_Sp_counted_ptr_inplaceINSt10filesystem7__cxx1128recursive_directory_iterator10_Dir_stackESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
71009ce460	1	42	NSt10filesystem7__cxx1116filesystem_errorE
71009ce490	1	113	St23_Sp_counted_ptr_inplaceINSt10filesystem7__cxx1116filesystem_error5_ImplESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
71009ce508	1	24	St20bad_array_new_length
71009ce528	1	11	St8bad_cast
71009ce538	1	39	N10__cxxabiv123__fundamental_type_infoE
71009ce570	1	33	N10__cxxabiv117__pbase_type_infoE
71009ce5b0	3	45	N10__cxxabiv129__pointer_to_member_type_infoE
71009ce5e0	1	37	N10__cxxabiv121__vmi_class_type_infoE
71009ce608	1	26	St7codecvtIcc10_mbstate_tE
71009ce628	1	26	St7codecvtIwc10_mbstate_tE
71009ce688	1	44	St23__codecvt_abstract_baseIDsc10_mbstate_tE
71009ce6b8	1	27	St7codecvtIDsc10_mbstate_tE
71009ce6d8	1	44	St23__codecvt_abstract_baseIDic10_mbstate_tE
71009ce708	1	27	St7codecvtIDic10_mbstate_tE
71009ce728	1	45	St23__codecvt_abstract_baseIDsDu10_mbstate_tE
71009ce758	1	28	St7codecvtIDsDu10_mbstate_tE
71009ce778	1	45	St23__codecvt_abstract_baseIDiDu10_mbstate_tE
