rodata_va	n_refs	string	sample_text_pcs
0x71856ca0	1	Read-only file system	0x71807f90
0x71856cb8	1	Too many links	0x71807f84
0x71856cc8	1	Broken pipe	0x71807f78
0x71856cd8	1	Mathematics argument out of domain of function	0x71807f6c
0x71856d08	1	Result too large	0x71807f60
0x71856d20	1	No message of desired type	0x71807f54
0x71856d40	1	Identifier removed	0x71807f48
0x71856d58	1	Illegal byte sequence	0x71807d68
0x71856d70	1	Deadlock	0x71807f3c
0x71856d80	1	Network is unreachable	0x71807e1c
0x71856d98	1	No lock	0x71807f30
0x71856da0	1	Not a stream	0x71807f24
0x71856db0	1	Stream ioctl timeout	0x71807f0c
0x71856dc8	1	No stream resources	0x71807f00
0x71856de0	1	Virtual circuit is gone	0x71807ef4
0x71856df8	1	Protocol error	0x71807ee8
0x71856e08	1	Unknown protocol	0x71807db0
0x71856e20	1	Multihop attempted	0x71807edc
0x71856e38	1	Bad message	0x71807ed0
0x71856e48	1	Function not implemented	0x71807ec4
0x71856e68	1	File or path name too long	0x71807eac
0x71856e88	1	Too many symbolic links	0x71807ea0
0x71856ea0	1	No buffer space available	0x71807e7c
0x71856ec0	1	No data	0x71807f18
0x71856ec8	1	Address family not supported by protocol family	0x71807e70
0x71856ef8	1	Protocol wrong type for socket	0x71807e64
0x71856f18	1	Socket operation on non-socket	0x71807e58
0x71856f38	1	Protocol not available	0x71807e4c
0x71856f50	1	Connection refused	0x71807e40
0x71856f68	1	Connection reset by peer	0x71807e88
0x71856f88	1	Address already in use	0x71807e34
0x71856fa0	1	Address not available	0x71807da4
0x71856fb8	1	Software caused connection abort	0x71807e28
0x71856fe0	1	Socket is not connected	0x71807d80
0x71856ff8	1	Socket is already connected	0x71807d8c
0x71857018	1	Operation canceled	0x71807d50
0x71857030	1	State not recoverable	0x71807d44
0x71857048	1	Previous owner died	0x71807d38
0x71857060	1	Operation not supported on socket	0x71807e94
0x71857088	1	Value too large for defined data type	0x71807d5c
0x718570b0	1	Message too long	0x71807dbc
0x718570c8	1	Connection timed out	0x71807e04
0x718570f0	1	ISO-8859-1	0x718089e4
0x71857100	1	cjksingle	0x71809020
0x71857110	1	cjknarrow	0x71809050
0x71857120	1	cjkwide	0x71809070
0x71857160	1	ISO-8859-	0x71808df4
0x71857180	1	CP20866	0x71809094
0x71857188	1	CP21866	0x718090a8
0x71857198	1	GEORGIAN	0x71808f00
0x718571d8	1	LC_ALL	0x718090f4
0x71857258	12	Balloc succeeded	0x7180d3a8,0x7180d3c4,0x71816908,0x718169f8,0x7182409c
0x71857270	2	../../../../../newlib-4.5.0.20241231/newlib/libc/stdlib/gdto	0x7180d3ac,0x7180d3c8
0x718572d0	2	../../../../../newlib-4.5.0.20241231/newlib/libc/stdlib/dtoa	0x7181690c,0x718169fc
0x71857310	2	%11[-+0-9A-Za-z]%n	0x7181bc40,0x7181bf28
0x71857328	2	%11[A-Za-z]%n	0x7181bbe0,0x7181bd3c
0x71857338	2	%hu%n:%hu%n:%hu%n	0x7181bcb8,0x7181bd90
0x718573b8	8	../../../../../newlib-4.5.0.20241231/newlib/libc/stdlib/mpre	0x718240a0,0x718241e8,0x718243f8,0x71824618,0x718248bc
0x718fb2d0	1	?H $'+/37;	0x713510e8
0x71995b24	1	`yuqmRM@<8)%	0x71670910
0x71995b60	1	pkfa\B=3.)	0x71670dfc
0x71996888	13	000102030405060708091011121314151617181920212223242526272829	0x71665304,0x71665350,0x7166539c,0x716653ec,0x71666138
0x719ba6b0	1	0123456789abcdefghijklmnopqrstuvwxyz	0x7169fd98
0x719ba6e8	1	0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZ	0x7169fdb0
0x719baca8	8	         (((((	0x716af478,0x716af4a8,0x716af4d8,0x716af508,0x716af540
0x719bae18	7	QOOOOOO	0x716b5834,0x716b5a00,0x716b5c6c,0x716b60a0,0x716b6db0
0x719bae40	2	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz01234567	0x716b784c,0x716b79d0
0x719bae88	1	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz01234567	0x716b79e0
0x719bb578	1	Accept-ranges: bytes	0x716e21d0
0x719bb5b8	1	_libssh2_channel_free	0x716e6964
0x719bb5e0	1	_libssh2_sha_algo_ctx_init	0x716eaf54
0x719bbfc8	1	sftp_init	0x716f2dfc
0x719bbfd8	1	sftp_close_handle	0x716f4448
0x719bbff0	3	sftp_read	0x716f376c,0x716f3c14,0x716f3cd0
0x719bc048	1	decrypt	0x716f80e8
0x719bc050	1	_libssh2_transport_read	0x716f878c
0x719c3a30	1	=*\\E)	0x71735258
0x719c591c	1	HB<841*	0x71769824
0x719c59a0	1	0123456789ABCDEF	0x7176caa4
0x719c59c0	1	0123456789abcdef	0x7176c914
0x719c59e0	1	0123456789abcdef	0x7176c5c0
0x719c5aa0	8	android.gui.IGraphicBufferProducer	0x71773664,0x71773740,0x71773868,0x71773934,0x717739c8
0x719cfa84	10	0123456789abcdef	0x7181063c,0x71811490,0x71812214,0x71817b88,0x718189c0
0x719cfa95	6	0123456789ABCDEF	0x71811494,0x718129a8,0x718189c4,0x71819ea4,0x718220dc
0x719cfaa6	4	(null)	0x71812368,0x71819874,0x71821ae8,0x7182705c
0x719cfb70	8	0000000000000000	0x718104b8,0x71813384,0x718134d4,0x718135fc,0x71813734
0x719cfcf0	8	0000000000000000	0x71817a08,0x7181a850,0x7181a998,0x7181aac0,0x7181abf8
0x719d34f0	2	0000000000000000	0x71820498,0x718228b4
0x719d3900	1	0000000000000000	0x71825a3c
